@relation 'train3-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.5-E10.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O2.2-E8.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O4.0-E6.0-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C82-Llast-weka.filters.unsupervised.attribute.Remove-R82-83-weka.filters.unsupervised.attribute.Remove-R2-3,5-12,14-17,19,22-27,29,31-33,36-38,40,42-43,45-46,48-49,51-53,56,59-60,64-66,70-80-weka.filters.unsupervised.attribute.Remove-R23-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R22-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R5-precision6-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-R15-precision6'

@attribute LotFrontage numeric
@attribute Neighborhood {CollgCr,Veenker,Crawfor,NoRidge,Mitchel,Somerst,NWAmes,OldTown,BrkSide,Sawyer,NridgHt,NAmes,SawyerW,IDOTRR,MeadowV,Edwards,Timber,Gilbert,StoneBr,ClearCr,NPkVill,Blmngtn,BrDale,SWISU,Blueste}
@attribute OverallQual numeric
@attribute YearRemodAdd numeric
@attribute ExterQual {'\'(-inf-1.3]\'','\'(1.3-1.6]\'','\'(1.6-1.9]\'','\'(1.9-2.2]\'','\'(2.2-2.5]\'','\'(2.5-2.8]\'','\'(2.8-3.1]\'','\'(3.1-3.4]\'','\'(3.4-3.7]\'','\'(3.7-inf)\''}
@attribute BsmtFinSF1 numeric
@attribute TotalBsmtSF numeric
@attribute HeatingQC numeric
@attribute X1stFlrSF numeric
@attribute GrLivArea numeric
@attribute KitchenQual numeric
@attribute TotRmsAbvGrd numeric
@attribute Fireplaces numeric
@attribute GarageFinish {RFn,Unf,Fin,'No garage'}
@attribute GarageCars {'\'(-inf-0.4]\'','\'(0.4-0.8]\'','\'(0.8-1.2]\'','\'(1.2-1.6]\'','\'(1.6-2]\'','\'(2-2.4]\'','\'(2.4-2.8]\'','\'(2.8-3.2]\'','\'(3.2-3.6]\'','\'(3.6-inf)\''}
@attribute GarageArea numeric
@attribute OpenPorchSF numeric
@attribute SalePrice numeric

@data
39,StoneBr,8,1996,'\'(2.8-3.1]\'',1180,1595,1,1616,1616,3,5,1,RFn,'\'(1.6-2]\'',608,152,236500
73,Timber,7,2003,'\'(2.8-3.1]\'',786,868,1,1146,1146,3,6,1,Fin,'\'(1.6-2]\'',438,22,187500
75,CollgCr,7,1999,'\'(2.8-3.1]\'',252,1153,1,1153,2031,3,8,1,Fin,'\'(1.6-2]\'',541,84,222500
80,Sawyer,5,1983,'\'(3.7-inf)\'',594,864,1,1144,1144,4,6,1,RFn,'\'(0.8-1.2]\'',264,0,131400
69,Sawyer,5,1968,'\'(3.7-inf)\'',0,948,4,948,948,4,6,0,Unf,'\'(0.8-1.2]\'',300,0,108000
60,NAmes,3,1950,'\'(3.7-inf)\'',0,0,3,1040,1040,4,6,0,Unf,'\'(1.6-2]\'',400,0,93500
72,Gilbert,8,2005,'\'(2.8-3.1]\'',0,893,1,901,1801,3,8,1,Fin,'\'(2.8-3.2]\'',800,116,239900
60,Edwards,5,1988,'\'(3.7-inf)\'',1200,1200,4,1200,1200,4,5,0,'No garage','\'(-inf-0.4]\'',0,0,179000
65,CollgCr,7,2004,'\'(2.8-3.1]\'',0,864,1,864,1728,3,7,0,RFn,'\'(1.6-2]\'',572,56,190000
60,OldTown,5,2002,'\'(3.7-inf)\'',0,264,1,768,1432,4,7,0,Unf,'\'(1.6-2]\'',360,0,132000
65,Sawyer,6,1996,'\'(3.7-inf)\'',832,912,3,912,912,3,5,0,Unf,'\'(0.8-1.2]\'',288,0,142000
65,SawyerW,7,2001,'\'(3.7-inf)\'',0,1349,1,1349,1349,4,6,0,Unf,'\'(1.6-2]\'',539,55,179000
70,Sawyer,5,1999,'\'(3.7-inf)\'',444,520,1,1464,1464,4,6,1,RFn,'\'(1.6-2]\'',480,0,175000
41,StoneBr,8,1993,'\'(2.8-3.1]\'',733,1337,3,1337,1337,3,5,1,RFn,'\'(1.6-2]\'',462,0,180000
69,NWAmes,8,1996,'\'(-inf-1.3]\'',575,1142,1,1175,2715,3,11,2,Fin,'\'(1.6-2]\'',831,204,299800
69,Gilbert,7,2000,'\'(2.8-3.1]\'',300,952,1,980,2256,3,8,1,Fin,'\'(1.6-2]\'',554,54,236000
65,OldTown,7,2003,'\'(2.8-3.1]\'',0,1240,4,1320,2640,3,8,1,Unf,'\'(3.6-inf)\'',864,0,265979
59,NoRidge,7,1996,'\'(2.8-3.1]\'',919,1720,1,1720,1720,3,7,1,Fin,'\'(1.6-2]\'',527,56,260400
50,Edwards,4,1950,'\'(3.7-inf)\'',0,0,4,1088,1529,4,9,0,Unf,'\'(0.8-1.2]\'',240,0,98000
55,OldTown,4,2004,'\'(3.7-inf)\'',0,576,3,792,1140,4,7,0,'No garage','\'(-inf-0.4]\'',0,160,96500
69,Gilbert,7,2003,'\'(2.8-3.1]\'',0,660,1,660,1320,3,6,0,Fin,'\'(1.6-2]\'',400,48,162000
79,CollgCr,6,1997,'\'(3.7-inf)\'',1200,1479,1,1494,1494,3,6,0,RFn,'\'(1.6-2]\'',576,27,217000
80,NridgHt,8,2005,'\'(2.8-3.1]\'',0,1030,3,1038,2098,1,8,1,RFn,'\'(2.8-3.2]\'',878,52,275500
61,NAmes,6,2005,'\'(3.7-inf)\'',439,1026,3,1026,1026,3,5,0,RFn,'\'(1.6-2]\'',440,48,156000
68,CollgCr,8,2007,'\'(2.8-3.1]\'',20,866,1,866,1768,3,7,0,RFn,'\'(1.6-2]\'',578,105,212000
69,Sawyer,6,1978,'\'(3.7-inf)\'',438,672,4,672,1386,4,6,1,Fin,'\'(1.6-2]\'',440,0,158900
24,Somerst,7,1999,'\'(3.7-inf)\'',549,744,3,757,1501,4,6,0,Unf,'\'(1.6-2]\'',440,0,179400
65,NoRidge,8,1995,'\'(2.8-3.1]\'',56,1318,1,1328,2531,3,9,1,RFn,'\'(2.8-3.2]\'',752,98,290000
70,NAmes,6,1959,'\'(3.7-inf)\'',612,864,1,864,864,4,5,0,Unf,'\'(0.8-1.2]\'',300,0,127500
60,BrkSide,5,1950,'\'(3.7-inf)\'',405,1145,4,1301,1301,2,5,0,Unf,'\'(1.6-2]\'',440,0,100000
72,Somerst,7,2009,'\'(3.7-inf)\'',24,756,1,764,1547,3,7,0,Unf,'\'(1.6-2]\'',614,45,215200
30,Veenker,8,1996,'\'(2.8-3.1]\'',437,1494,1,1494,1494,1,6,1,Fin,'\'(1.6-2]\'',481,30,270000
75,Somerst,9,2008,'\'(2.8-3.1]\'',0,1498,1,1506,1506,1,6,1,Fin,'\'(1.6-2]\'',592,174,264132
80,NWAmes,7,1988,'\'(3.7-inf)\'',394,980,4,980,1714,4,7,1,Unf,'\'(1.6-2]\'',496,66,196500
75,Mitchel,6,1985,'\'(3.7-inf)\'',660,983,1,983,1750,4,7,0,Unf,'\'(0.8-1.2]\'',423,0,160000
70,CollgCr,7,2005,'\'(2.8-3.1]\'',24,1860,1,1836,1836,3,8,1,Fin,'\'(1.6-2]\'',484,33,216837
47,StoneBr,8,2003,'\'(-inf-1.3]\'',1416,1650,1,1690,3279,1,12,1,Fin,'\'(2.8-3.2]\'',841,36,538000
69,Sawyer,5,1982,'\'(3.7-inf)\'',685,858,4,858,858,4,5,0,Unf,'\'(1.6-2]\'',576,0,134900
67,Edwards,4,1951,'\'(3.7-inf)\'',836,836,4,1220,1220,4,6,0,Unf,'\'(1.6-2]\'',396,0,102000
94,Edwards,6,1976,'\'(3.7-inf)\'',422,1029,4,1117,1117,4,6,1,Unf,'\'(1.6-2]\'',672,0,107000
70,NAmes,5,1958,'\'(3.7-inf)\'',456,912,1,912,912,4,5,0,RFn,'\'(0.8-1.2]\'',275,0,114500
110,NridgHt,8,2006,'\'(2.8-3.1]\'',0,1935,3,1973,1973,3,9,1,Fin,'\'(2.8-3.2]\'',895,45,395000
32,Mitchel,6,1998,'\'(3.7-inf)\'',866,1204,1,1204,1204,4,5,0,Fin,'\'(1.6-2]\'',412,247,162000
86,CollgCr,7,2006,'\'(2.8-3.1]\'',20,1614,1,1614,1614,3,7,0,RFn,'\'(2.8-3.2]\'',865,59,221500
100,Sawyer,5,1974,'\'(3.7-inf)\'',762,864,4,894,894,4,5,1,Unf,'\'(1.6-2]\'',440,0,142500
60,SawyerW,5,1977,'\'(3.7-inf)\'',0,0,4,2020,2020,4,10,2,Unf,'\'(1.6-2]\'',630,0,144000
78,Mitchel,6,1977,'\'(3.7-inf)\'',975,975,4,1004,1004,4,4,0,Unf,'\'(1.6-2]\'',504,0,135000
63,Gilbert,7,1996,'\'(3.7-inf)\'',0,1237,3,1253,1253,4,6,1,Fin,'\'(1.6-2]\'',402,21,176000
65,SawyerW,6,1992,'\'(2.8-3.1]\'',387,761,1,810,1603,3,7,0,RFn,'\'(1.6-2]\'',484,124,175900
67,CollgCr,7,2002,'\'(2.8-3.1]\'',0,1413,1,1430,1430,3,6,0,RFn,'\'(1.6-2]\'',605,33,187100
69,Mitchel,5,1978,'\'(3.7-inf)\'',1097,1097,1,1110,1110,3,4,1,Fin,'\'(1.6-2]\'',602,30,165500
69,NWAmes,6,1967,'\'(3.7-inf)\'',251,1372,4,1342,1342,4,7,1,Unf,'\'(1.6-2]\'',457,0,161500
60,OldTown,5,1950,'\'(3.7-inf)\'',686,686,4,966,1652,4,7,0,Unf,'\'(0.8-1.2]\'',416,0,139000
76,SawyerW,7,2004,'\'(2.8-3.1]\'',656,956,1,956,2084,3,8,0,RFn,'\'(1.6-2]\'',618,45,233000
50,OldTown,4,2000,'\'(3.7-inf)\'',0,901,1,901,901,4,4,0,Unf,'\'(0.8-1.2]\'',281,0,107900
69,ClearCr,6,2007,'\'(3.7-inf)\'',568,832,3,976,2087,3,9,0,Fin,'\'(1.6-2]\'',444,168,187500
43,Blmngtn,7,2006,'\'(2.8-3.1]\'',16,1145,1,1145,1145,3,5,1,Fin,'\'(1.6-2]\'',397,16,160200
69,Mitchel,6,1976,'\'(3.7-inf)\'',539,1029,4,1062,1062,4,5,2,RFn,'\'(1.6-2]\'',539,0,146800
92,NoRidge,7,1997,'\'(2.8-3.1]\'',862,1117,1,1127,2013,4,8,1,Unf,'\'(1.6-2]\'',455,130,269790
76,Somerst,8,2007,'\'(2.8-3.1]\'',0,1496,1,1496,1496,3,7,0,Fin,'\'(1.6-2]\'',474,130,225000
69,Gilbert,7,1996,'\'(2.8-3.1]\'',0,712,1,1086,1895,3,7,1,Fin,'\'(1.6-2]\'',409,46,194500
70,SawyerW,6,1981,'\'(3.7-inf)\'',0,650,4,888,1564,4,7,1,Unf,'\'(1.6-2]\'',476,50,171000
71,Sawyer,6,1977,'\'(3.7-inf)\'',0,660,1,1285,1285,4,7,1,RFn,'\'(1.6-2]\'',528,0,143500
57,NAmes,5,1953,'\'(3.7-inf)\'',570,773,3,773,773,4,4,0,Unf,'\'(0.8-1.2]\'',240,0,110000
60,SWISU,5,1950,'\'(3.7-inf)\'',569,731,1,981,1768,3,7,2,Unf,'\'(0.8-1.2]\'',240,0,175000
79,ClearCr,6,1997,'\'(3.7-inf)\'',462,616,3,616,1688,3,8,0,RFn,'\'(1.6-2]\'',603,114,200000
40,IDOTRR,4,1990,'\'(3.7-inf)\'',197,1196,1,1196,1196,4,5,0,Unf,'\'(1.6-2]\'',440,0,109900
63,CollgCr,7,2005,'\'(2.8-3.1]\'',648,728,1,728,1456,3,7,1,Fin,'\'(1.6-2]\'',410,18,189000
107,NridgHt,9,2009,'\'(-inf-1.3]\'',0,1734,1,1734,2822,1,12,1,RFn,'\'(2.8-3.2]\'',1020,170,582933
75,NAmes,5,1954,'\'(3.7-inf)\'',812,936,4,1128,1128,4,5,0,Unf,'\'(0.8-1.2]\'',286,0,118000
91,Somerst,7,2008,'\'(2.8-3.1]\'',0,1417,1,1428,1428,1,6,0,RFn,'\'(1.6-2]\'',554,60,227680
75,NAmes,5,1967,'\'(3.7-inf)\'',400,980,3,980,980,4,6,0,Fin,'\'(0.8-1.2]\'',384,0,135500
90,OldTown,5,1965,'\'(3.7-inf)\'',0,849,4,1075,2138,4,11,0,Unf,'\'(1.6-2]\'',360,156,106000
78,NWAmes,6,1999,'\'(3.7-inf)\'',663,1040,2,1309,1309,3,5,1,RFn,'\'(1.6-2]\'',484,0,181000
69,CollgCr,6,2004,'\'(2.8-3.1]\'',662,848,1,848,848,3,4,1,Fin,'\'(1.6-2]\'',420,0,144500
66,IDOTRR,5,1952,'\'(1.9-2.2]\'',0,540,4,1044,1044,2,4,0,Unf,'\'(1.6-2]\'',504,0,55993
75,NAmes,6,1958,'\'(3.7-inf)\'',608,1442,3,1442,1442,4,7,0,RFn,'\'(0.8-1.2]\'',301,0,157900
45,Edwards,5,1950,'\'(3.7-inf)\'',0,686,3,686,1250,2,7,0,Unf,'\'(0.8-1.2]\'',280,0,116000
48,CollgCr,7,1998,'\'(3.7-inf)\'',0,1649,1,1661,1661,3,6,0,RFn,'\'(1.6-2]\'',598,34,224900
69,NAmes,5,1954,'\'(3.7-inf)\'',486,1008,3,1008,1008,4,4,1,RFn,'\'(0.8-1.2]\'',275,0,137000
69,Mitchel,8,2002,'\'(2.8-3.1]\'',1218,1568,1,1689,1689,3,7,2,RFn,'\'(2.8-3.2]\'',857,59,271000
80,ClearCr,6,1971,'\'(3.7-inf)\'',504,1010,3,1052,1052,4,6,0,Unf,'\'(1.6-2]\'',440,0,155000
44,NridgHt,7,2010,'\'(2.8-3.1]\'',733,1358,1,1358,1358,3,6,1,RFn,'\'(1.6-2]\'',484,35,224000
72,CollgCr,7,2003,'\'(2.8-3.1]\'',0,798,1,798,1640,3,6,0,RFn,'\'(1.6-2]\'',595,45,183000
60,OldTown,4,1953,'\'(1.9-2.2]\'',0,936,4,936,936,4,4,0,Unf,'\'(1.6-2]\'',576,32,93000
69,Gilbert,7,2003,'\'(2.8-3.1]\'',0,847,1,847,1733,3,7,1,Fin,'\'(1.6-2]\'',433,48,225000
60,SWISU,6,1950,'\'(3.7-inf)\'',0,778,4,944,1489,4,7,1,Unf,'\'(0.8-1.2]\'',240,0,139500
81,Somerst,8,2006,'\'(2.8-3.1]\'',0,1489,1,1489,1489,3,7,1,RFn,'\'(1.6-2]\'',776,140,232600
50,BrkSide,5,1950,'\'(3.7-inf)\'',784,784,3,784,784,3,5,0,'No garage','\'(-inf-0.4]\'',0,0,109500
65,SawyerW,7,2001,'\'(2.8-3.1]\'',20,1454,1,1434,1434,3,6,1,RFn,'\'(1.6-2]\'',527,39,189000
24,Somerst,7,2005,'\'(2.8-3.1]\'',0,600,1,520,1223,3,4,0,RFn,'\'(1.6-2]\'',480,166,147400
80,NAmes,6,1957,'\'(3.7-inf)\'',1040,1392,4,1392,1392,4,6,2,RFn,'\'(1.6-2]\'',458,0,166000
30,Somerst,7,2005,'\'(3.7-inf)\'',0,600,1,520,1200,3,4,0,RFn,'\'(1.6-2]\'',480,166,151000
44,CollgCr,7,2003,'\'(2.8-3.1]\'',483,941,1,941,1829,3,7,1,RFn,'\'(1.6-2]\'',613,39,237000
100,NAmes,6,1964,'\'(3.7-inf)\'',196,1516,4,1516,1516,4,6,0,RFn,'\'(1.6-2]\'',472,0,167000
75,NAmes,5,1961,'\'(3.7-inf)\'',572,1144,3,1144,1144,4,6,0,Unf,'\'(1.6-2]\'',456,0,139950
60,Sawyer,4,1995,'\'(3.7-inf)\'',442,1067,4,1067,1067,3,4,0,Unf,'\'(1.6-2]\'',436,0,128000
90,OldTown,5,1973,'\'(3.7-inf)\'',338,1559,3,1559,1559,4,5,0,Unf,'\'(1.6-2]\'',812,116,153500
21,BrDale,6,1973,'\'(3.7-inf)\'',330,483,4,483,987,4,5,0,Unf,'\'(0.8-1.2]\'',264,0,100000
75,CollgCr,5,2006,'\'(3.7-inf)\'',0,1099,1,1099,1099,3,6,0,Unf,'\'(0.8-1.2]\'',352,0,144000
70,Edwards,5,1995,'\'(3.7-inf)\'',352,768,1,768,1200,4,6,0,Unf,'\'(0.8-1.2]\'',240,0,130500
69,SWISU,6,1950,'\'(3.7-inf)\'',156,672,4,810,1482,2,7,0,Unf,'\'(0.8-1.2]\'',400,0,140000
60,OldTown,5,2002,'\'(3.7-inf)\'',0,650,3,958,1539,3,8,1,Unf,'\'(1.6-2]\'',686,78,157500
82,NAmes,6,1966,'\'(3.7-inf)\'',312,1127,4,1165,1165,4,6,0,RFn,'\'(1.6-2]\'',490,129,174900
80,NAmes,5,1961,'\'(3.7-inf)\'',0,1800,1,1800,1800,4,10,0,'No garage','\'(-inf-0.4]\'',0,0,141000
100,OldTown,5,1950,'\'(3.7-inf)\'',0,876,3,876,1416,4,7,1,Unf,'\'(2.8-3.2]\'',720,0,153900
69,Sawyer,5,1981,'\'(3.7-inf)\'',1390,1390,4,1701,1701,4,6,2,Fin,'\'(1.6-2]\'',611,0,171000
75,SawyerW,7,1993,'\'(2.8-3.1]\'',513,740,1,1006,1775,3,7,1,Unf,'\'(1.6-2]\'',425,72,213000
36,CollgCr,5,1972,'\'(3.7-inf)\'',460,864,1,864,864,4,5,1,Unf,'\'(0.8-1.2]\'',338,0,133500
75,ClearCr,6,1997,'\'(3.7-inf)\'',0,907,4,1307,2358,4,10,1,Unf,'\'(1.6-2]\'',360,40,240000
80,Veenker,6,1994,'\'(2.8-3.1]\'',0,528,1,1094,1855,4,7,1,RFn,'\'(1.6-2]\'',512,100,187000
36,CollgCr,6,2003,'\'(2.8-3.1]\'',659,848,1,848,848,3,3,0,Fin,'\'(1.6-2]\'',420,0,131500
69,Blmngtn,8,2003,'\'(2.8-3.1]\'',0,1273,1,1456,1456,3,7,1,Fin,'\'(1.6-2]\'',400,20,215000
53,Crawfor,7,1950,'\'(3.7-inf)\'',364,918,3,918,1646,4,7,2,Unf,'\'(0.8-1.2]\'',240,0,164000
69,NAmes,6,1964,'\'(3.7-inf)\'',564,1127,4,1445,1445,4,7,1,RFn,'\'(1.6-2]\'',645,0,158000
69,Sawyer,5,2010,'\'(3.7-inf)\'',659,1040,1,1040,1040,4,6,0,Unf,'\'(0.8-1.2]\'',260,104,127000
69,CollgCr,6,1978,'\'(3.7-inf)\'',505,940,4,1026,1026,4,5,0,Unf,'\'(1.6-2]\'',576,0,147000
65,Gilbert,6,1995,'\'(3.7-inf)\'',0,702,3,702,1481,4,6,1,Fin,'\'(1.6-2]\'',343,36,174000
80,NWAmes,7,1976,'\'(3.7-inf)\'',0,1090,4,1370,1370,4,6,1,RFn,'\'(1.6-2]\'',479,0,152000
69,NWAmes,6,1984,'\'(3.7-inf)\'',619,1054,4,1512,2654,3,9,1,Unf,'\'(1.6-2]\'',619,65,250000
55,Crawfor,7,1998,'\'(2.8-3.1]\'',0,912,3,912,1426,3,7,1,Unf,'\'(0.8-1.2]\'',216,240,189950
75,Sawyer,5,1965,'\'(3.7-inf)\'',841,1039,1,1039,1039,4,6,0,Unf,'\'(1.6-2]\'',504,0,131500
81,SawyerW,6,1985,'\'(3.7-inf)\'',338,1040,4,1097,1097,4,6,0,Unf,'\'(1.6-2]\'',480,0,152000
70,NAmes,5,1959,'\'(3.7-inf)\'',1148,1148,4,1148,1148,4,6,0,Unf,'\'(0.8-1.2]\'',672,0,132500
72,Somerst,7,2008,'\'(2.8-3.1]\'',0,1372,1,1372,1372,3,6,0,Fin,'\'(1.6-2]\'',529,140,250580
69,NAmes,5,1970,'\'(3.7-inf)\'',828,1002,4,1002,1002,4,5,0,Unf,'\'(1.6-2]\'',902,0,148500
67,Timber,8,2007,'\'(2.8-3.1]\'',0,1638,1,1646,1646,3,6,1,RFn,'\'(2.8-3.2]\'',870,80,248900
85,Sawyer,4,1961,'\'(3.7-inf)\'',932,1040,4,1120,1120,2,5,0,RFn,'\'(1.6-2]\'',544,0,129000
69,Gilbert,5,1950,'\'(3.7-inf)\'',0,0,3,1547,2320,4,7,1,Unf,'\'(1.6-2]\'',672,144,169000
80,SawyerW,7,1994,'\'(2.8-3.1]\'',750,1050,1,1062,1949,3,8,1,Fin,'\'(1.6-2]\'',574,90,236000
60,NAmes,5,1962,'\'(3.7-inf)\'',0,894,3,894,894,4,5,0,Unf,'\'(0.8-1.2]\'',308,0,109500
70,CollgCr,6,1998,'\'(3.7-inf)\'',505,804,1,804,1682,3,7,0,RFn,'\'(1.6-2]\'',523,77,200500
74,NAmes,5,1996,'\'(2.8-3.1]\'',0,105,3,910,910,3,5,0,Unf,'\'(1.6-2]\'',414,0,116000
60,NAmes,5,1950,'\'(2.8-3.1]\'',375,832,3,1036,1268,4,6,1,Unf,'\'(0.8-1.2]\'',288,28,133000
52,OldTown,5,1950,'\'(3.7-inf)\'',0,676,1,676,1131,4,5,0,Unf,'\'(0.8-1.2]\'',200,0,66500
74,NridgHt,9,2005,'\'(2.8-3.1]\'',1170,1462,1,1462,2224,1,10,1,Fin,'\'(2.8-3.2]\'',738,0,350000
88,Sawyer,5,1995,'\'(3.7-inf)\'',899,1109,4,1155,1155,3,6,0,Unf,'\'(1.6-2]\'',576,0,148000
69,CollgCr,5,2005,'\'(2.8-3.1]\'',646,864,1,864,864,4,6,0,Unf,'\'(0.8-1.2]\'',336,0,136500
60,Edwards,5,2006,'\'(3.7-inf)\'',980,1090,3,1090,1090,4,5,0,Fin,'\'(1.6-2]\'',450,49,157000
44,Timber,7,1991,'\'(2.8-3.1]\'',902,1156,1,1187,1717,3,7,1,RFn,'\'(1.6-2]\'',400,36,187500
69,Gilbert,6,1993,'\'(3.7-inf)\'',0,808,3,808,1593,4,7,1,RFn,'\'(1.6-2]\'',389,40,178000
60,SWISU,4,1950,'\'(2.8-3.1]\'',0,795,4,954,2230,4,10,0,Unf,'\'(0.8-1.2]\'',440,188,118500
65,NAmes,5,1967,'\'(3.7-inf)\'',432,892,4,892,892,4,5,0,RFn,'\'(0.8-1.2]\'',288,0,100000
50,Somerst,9,2000,'\'(2.8-3.1]\'',1238,1698,1,1709,1709,3,5,1,Fin,'\'(1.6-2]\'',506,65,328900
70,NAmes,5,2005,'\'(3.7-inf)\'',528,1626,1,1712,1712,4,8,0,Fin,'\'(1.6-2]\'',588,54,145000
59,Edwards,5,1955,'\'(3.7-inf)\'',0,816,4,872,1393,4,8,0,Unf,'\'(0.8-1.2]\'',300,0,135500
95,NAmes,8,1970,'\'(2.8-3.1]\'',351,2217,1,2217,2217,3,8,1,Unf,'\'(1.6-2]\'',621,207,268000
128,NAmes,6,1953,'\'(3.7-inf)\'',1024,1505,1,1505,1505,4,6,1,RFn,'\'(1.6-2]\'',505,0,149500
60,NAmes,5,2006,'\'(3.7-inf)\'',0,672,1,672,924,4,6,1,Unf,'\'(1.6-2]\'',576,0,122900
70,Sawyer,6,1978,'\'(3.7-inf)\'',226,918,3,918,1683,4,7,1,RFn,'\'(1.6-2]\'',440,0,172500
70,Sawyer,6,2003,'\'(3.7-inf)\'',663,1059,4,1068,1068,4,6,0,RFn,'\'(0.8-1.2]\'',264,0,154500
69,Sawyer,5,1954,'\'(3.7-inf)\'',1064,1383,4,1383,1383,4,6,1,Unf,'\'(0.8-1.2]\'',354,116,165000
64,SawyerW,5,1979,'\'(3.7-inf)\'',0,0,4,1535,1535,4,8,0,Unf,'\'(1.6-2]\'',400,0,118858
71,NAmes,6,1963,'\'(3.7-inf)\'',400,780,4,983,1796,4,8,1,RFn,'\'(1.6-2]\'',483,50,140000
50,IDOTRR,4,1950,'\'(3.7-inf)\'',285,951,1,951,951,4,6,0,Unf,'\'(0.8-1.2]\'',327,28,106500
64,SawyerW,5,1979,'\'(3.7-inf)\'',0,0,4,1120,2240,4,12,0,Unf,'\'(1.6-2]\'',528,0,142953
65,Sawyer,5,1994,'\'(3.7-inf)\'',465,912,4,1236,1236,4,6,1,Unf,'\'(0.8-1.2]\'',288,0,135000
69,NAmes,4,1971,'\'(3.7-inf)\'',322,858,4,858,858,4,4,0,Unf,'\'(0.8-1.2]\'',684,0,110000
64,NAmes,5,2000,'\'(3.7-inf)\'',860,992,4,1306,1306,4,5,0,Unf,'\'(0.8-1.2]\'',756,0,153000
63,Gilbert,7,2003,'\'(2.8-3.1]\'',0,783,1,807,1509,3,8,1,Fin,'\'(1.6-2]\'',393,75,180000
50,Gilbert,7,2006,'\'(2.8-3.1]\'',0,1670,1,1670,1670,3,7,1,RFn,'\'(2.8-3.2]\'',690,60,240000
69,Sawyer,5,1967,'\'(3.7-inf)\'',599,876,4,902,902,4,6,0,Unf,'\'(0.8-1.2]\'',288,0,125500
80,NAmes,5,1954,'\'(3.7-inf)\'',354,1056,4,1063,1063,4,6,0,RFn,'\'(0.8-1.2]\'',280,0,128000
116,Somerst,8,2006,'\'(2.8-3.1]\'',63,1623,1,1636,1636,3,8,1,RFn,'\'(2.8-3.2]\'',865,60,255000
86,Crawfor,7,1987,'\'(2.8-3.1]\'',223,1017,3,1020,2057,3,6,1,Fin,'\'(0.8-1.2]\'',180,0,250000
69,Mitchel,5,1983,'\'(3.7-inf)\'',301,864,4,902,902,4,5,0,Unf,'\'(1.6-2]\'',484,0,131000
80,NAmes,5,1960,'\'(3.7-inf)\'',443,1105,4,1105,2274,4,12,0,Unf,'\'(1.6-2]\'',480,0,154300
69,CollgCr,5,1989,'\'(3.7-inf)\'',196,1268,4,1268,1268,3,5,0,Unf,'\'(0.8-1.2]\'',252,0,143500
51,BrkSide,5,1950,'\'(3.7-inf)\'',489,768,4,1015,1015,4,6,0,Unf,'\'(0.8-1.2]\'',450,0,88000
82,Crawfor,5,1950,'\'(3.7-inf)\'',284,1001,4,1001,2002,4,8,0,Unf,'\'(2.8-3.2]\'',871,0,145000
30,Somerst,6,2009,'\'(2.8-3.1]\'',294,612,1,612,1224,3,4,0,RFn,'\'(1.6-2]\'',528,234,173733
21,MeadowV,4,1970,'\'(3.7-inf)\'',0,546,2,546,1092,4,6,0,Unf,'\'(0.8-1.2]\'',286,0,75000
50,IDOTRR,2,1950,'\'(3.7-inf)\'',50,480,4,480,480,4,4,0,Unf,'\'(0.8-1.2]\'',308,0,35311
69,Edwards,4,1956,'\'(3.7-inf)\'',1059,1134,1,1229,1229,4,6,0,RFn,'\'(0.8-1.2]\'',284,0,135000
103,SawyerW,7,1991,'\'(2.8-3.1]\'',48,1104,1,912,2127,3,8,1,RFn,'\'(2.8-3.2]\'',833,192,238000
87,NAmes,6,2002,'\'(-inf-1.3]\'',528,1184,1,1414,1414,4,6,1,Unf,'\'(1.6-2]\'',601,51,176500
70,SawyerW,6,1994,'\'(2.8-3.1]\'',814,928,1,936,1721,3,7,0,RFn,'\'(1.6-2]\'',471,87,201000
67,Edwards,5,2003,'\'(3.7-inf)\'',1084,1272,3,1272,2200,4,9,0,'No garage','\'(-inf-0.4]\'',0,70,145900
65,Gilbert,6,2006,'\'(2.8-3.1]\'',28,1316,1,1316,1316,3,6,1,Fin,'\'(1.6-2]\'',397,0,169990
50,SawyerW,6,1994,'\'(2.8-3.1]\'',165,1604,1,1617,1617,3,5,1,RFn,'\'(1.6-2]\'',533,69,193000
